GH,GA,scorer,time,scoring,game,season
3,1,Srečko Kurbaša,52,SV Austria Salzburg,First Vienna FC vs. SV Austria Salzburg 3:2,1990-1991
3,2,Srečko Kurbaša,72,SV Austria Salzburg,First Vienna FC vs. SV Austria Salzburg 3:2,1990-1991
1,0,Amilton de Oliveira,25,Donawitzer SV Alpine,Donawitzer SV Alpine vs. Wiener Sport-Club 1:1,1990-1991
1,1,Peter Jany,55,Wiener Sport-Club,Donawitzer SV Alpine vs. Wiener Sport-Club 1:1,1990-1991
0,1,Heimo Pfeifenberger,9,Rapid Wien,Austria Wien vs. Rapid Wien 0:3,1990-1991
0,2,Jan Åge Fjørtoft,36,Rapid Wien,Austria Wien vs. Rapid Wien 0:3,1990-1991
0,3,Jan Åge Fjørtoft,82,Rapid Wien,Austria Wien vs. Rapid Wien 0:3,1990-1991
0,1,Ernst Ogris,33,Admira/Wacker,Sturm Graz vs. Admira/Wacker 1:1,1990-1991
1,1,Walter Kogler,64,Sturm Graz,Sturm Graz vs. Admira/Wacker 1:1,1990-1991
1,0,Slobodan Branković,3,Vorwärts Steyr,Vorwärts Steyr vs. Kremser SC 3:2,1990-1991
2,0,Daniel Madlener,30,Vorwärts Steyr,Vorwärts Steyr vs. Kremser SC 3:2,1990-1991
2,1,Mario Kempes,45,Kremser SC,Vorwärts Steyr vs. Kremser SC 3:2,1990-1991
3,1,Walter Waldhör,58,Vorwärts Steyr,Vorwärts Steyr vs. Kremser SC 3:2,1990-1991
3,2,Harald Spitzer,71,Kremser SC,Vorwärts Steyr vs. Kremser SC 3:2,1990-1991
NA,NA,NA,NA,NA,VSE St. Pölten vs. FC Tirol 0:0,1990-1991
1,0,Andreas Gretschnig,56,Admira/Wacker,Admira/Wacker vs. First Vienna FC 1:0,1990-1991
1,0,Peter Pacult,21,FC Tirol,FC Tirol vs. Sturm Graz 4:1,1990-1991
2,0,Peter Pacult,33,FC Tirol,FC Tirol vs. Sturm Graz 4:1,1990-1991
3,0,Alfred Hörtnagl,55,FC Tirol,FC Tirol vs. Sturm Graz 4:1,1990-1991
3,1,Arnold Wetl,71,Sturm Graz,FC Tirol vs. Sturm Graz 4:1,1990-1991
4,1,Václav Daněk,86,FC Tirol,FC Tirol vs. Sturm Graz 4:1,1990-1991
0,1,Dejan Stanković,40,Donawitzer SV Alpine,Rapid Wien vs. Donawitzer SV Alpine 0:2,1990-1991
0,2,Peter Guggi,90,Donawitzer SV Alpine,Rapid Wien vs. Donawitzer SV Alpine 0:2,1990-1991
0,1,Hannes Pleva,6,Austria Wien,Kremser SC vs. Austria Wien 2:2,1990-1991
0,2,Peter Stöger,27,Austria Wien,Kremser SC vs. Austria Wien 2:2,1990-1991
1,2,Mario Kempes,42,Kremser SC,Kremser SC vs. Austria Wien 2:2,1990-1991
2,2,Franz Miesbauer,55,Kremser SC,Kremser SC vs. Austria Wien 2:2,1990-1991
1,0,Oliver Bierhoff,22,SV Austria Salzburg,SV Austria Salzburg vs. Vorwärts Steyr 2:1,1990-1991
2,0,Heribert Weber,58,SV Austria Salzburg,SV Austria Salzburg vs. Vorwärts Steyr 2:1,1990-1991
2,1,Daniel Madlener,76,Vorwärts Steyr,SV Austria Salzburg vs. Vorwärts Steyr 2:1,1990-1991
1,0,Lorin Avădanei,30,Wiener Sport-Club,Wiener Sport-Club vs. VSE St. Pölten 2:0,1990-1991
2,0,Bernd Dallos,67,Wiener Sport-Club,Wiener Sport-Club vs. VSE St. Pölten 2:0,1990-1991
1,0,Peter Pacult,37,FC Tirol,FC Tirol vs. Donawitzer SV Alpine 3:0,1990-1991
2,0,Václav Daněk,41,FC Tirol,FC Tirol vs. Donawitzer SV Alpine 3:0,1990-1991
3,0,Peter Pacult,83,FC Tirol,FC Tirol vs. Donawitzer SV Alpine 3:0,1990-1991
1,0,Andreas Herzog,48,Rapid Wien,Rapid Wien vs. Vorwärts Steyr 2:0,1990-1991
2,0,Reinhard Kienast,56,Rapid Wien,Rapid Wien vs. Vorwärts Steyr 2:0,1990-1991
0,1,Arnold Wetl,34,Sturm Graz,SV Austria Salzburg vs. Sturm Graz 0:1,1990-1991
0,1,Zlatko Kranjčar,49,VSE St. Pölten,Admira/Wacker vs. VSE St. Pölten 2:1,1990-1991
1,1,Andreas Gretschnig,50,Admira/Wacker,Admira/Wacker vs. VSE St. Pölten 2:1,1990-1991
2,1,Andreas Gretschnig,68,Admira/Wacker,Admira/Wacker vs. VSE St. Pölten 2:1,1990-1991
1,0,Mario Kempes,15,Kremser SC,Kremser SC vs. First Vienna FC 1:2,1990-1991
1,1,Hannes Reinmayr,25,First Vienna FC,Kremser SC vs. First Vienna FC 1:2,1990-1991
1,2,Andreas Spielmann,64,First Vienna FC,Kremser SC vs. First Vienna FC 1:2,1990-1991
1,0,Matthias Bleyer,18,Wiener Sport-Club,Wiener Sport-Club vs. Austria Wien 1:1,1990-1991
1,1,Peter Stöger,73,Austria Wien,Wiener Sport-Club vs. Austria Wien 1:1,1990-1991
0,1,Gerald Bacher,25,Admira/Wacker,Donawitzer SV Alpine vs. Admira/Wacker 1:3,1990-1991
0,2,Ernst Ogris,57,Admira/Wacker,Donawitzer SV Alpine vs. Admira/Wacker 1:3,1990-1991
1,2,Dejan Stanković,75,Donawitzer SV Alpine,Donawitzer SV Alpine vs. Admira/Wacker 1:3,1990-1991
1,3,Olaf Marschall,89,Admira/Wacker,Donawitzer SV Alpine vs. Admira/Wacker 1:3,1990-1991
1,0,Jevgenijs Milevskis,35,Austria Wien,Austria Wien vs. FC Tirol 1:1,1990-1991
1,1,Manfred Linzmaier,65,FC Tirol,Austria Wien vs. FC Tirol 1:1,1990-1991
NA,NA,NA,NA,NA,Sturm Graz vs. Kremser SC 0:0,1990-1991
1,0,Ljubomir Petrovic,21,Vorwärts Steyr,Vorwärts Steyr vs. Wiener Sport-Club 2:1,1990-1991
1,1,Walter Hauptmann,36,Wiener Sport-Club,Vorwärts Steyr vs. Wiener Sport-Club 2:1,1990-1991
2,1,Walter Waldhör,75,Vorwärts Steyr,Vorwärts Steyr vs. Wiener Sport-Club 2:1,1990-1991
0,1,Robert Scheiber,20,SV Austria Salzburg,VSE St. Pölten vs. SV Austria Salzburg 1:2,1990-1991
0,2,Oliver Bierhoff,27,SV Austria Salzburg,VSE St. Pölten vs. SV Austria Salzburg 1:2,1990-1991
1,2,Zlatko Kranjčar,68,VSE St. Pölten,VSE St. Pölten vs. SV Austria Salzburg 1:2,1990-1991
0,1,Jan Åge Fjørtoft,34,Rapid Wien,First Vienna FC vs. Rapid Wien 0:2,1990-1991
0,2,Heimo Pfeifenberger,53,Rapid Wien,First Vienna FC vs. Rapid Wien 0:2,1990-1991
0,1,Thomas Griessler,24,Kremser SC,Donawitzer SV Alpine vs. Kremser SC 2:1,1990-1991
1,1,Dejan Stanković,45,Donawitzer SV Alpine,Donawitzer SV Alpine vs. Kremser SC 2:1,1990-1991
2,1,René Pauritsch,77,Donawitzer SV Alpine,Donawitzer SV Alpine vs. Kremser SC 2:1,1990-1991
1,0,Robert Frind,17,Austria Wien,Austria Wien vs. SV Austria Salzburg 1:0,1990-1991
1,0,Sigurd Kristensen,11,Sturm Graz,Sturm Graz vs. Wiener Sport-Club 3:0,1990-1991
2,0,Harald Holzer,53,Sturm Graz,Sturm Graz vs. Wiener Sport-Club 3:0,1990-1991
3,0,Kurt Temm,89,Sturm Graz,Sturm Graz vs. Wiener Sport-Club 3:0,1990-1991
NA,NA,NA,NA,NA,First Vienna FC vs. FC Tirol 0:0,1990-1991
NA,NA,NA,NA,NA,Vorwärts Steyr vs. Admira/Wacker 0:0,1990-1991
1,0,Jorge Díaz,7,VSE St. Pölten,VSE St. Pölten vs. Rapid Wien 1:0,1990-1991
1,0,Franz Weber,16,Rapid Wien,Rapid Wien vs. FC Tirol 1:2,1990-1991
1,1,Alfred Hörtnagl,65,FC Tirol,Rapid Wien vs. FC Tirol 1:2,1990-1991
1,2,Christoph Westerthaler,87,FC Tirol,Rapid Wien vs. FC Tirol 1:2,1990-1991
1,0,Kurt Temm,75,Sturm Graz,Sturm Graz vs. Austria Wien 1:0,1990-1991
1,0,Bernhard Pfister,45,Vorwärts Steyr,Vorwärts Steyr vs. First Vienna FC 3:0,1990-1991
2,0,Walter Waldhör,74,Vorwärts Steyr,Vorwärts Steyr vs. First Vienna FC 3:0,1990-1991
3,0,Ljubomir Petrovic,79,Vorwärts Steyr,Vorwärts Steyr vs. First Vienna FC 3:0,1990-1991
1,0,Christian Peintinger,33,VSE St. Pölten,VSE St. Pölten vs. Donawitzer SV Alpine 1:1,1990-1991
1,1,Jürgen Auffinger,53,Donawitzer SV Alpine,VSE St. Pölten vs. Donawitzer SV Alpine 1:1,1990-1991
1,0,Gerald Bacher,49,Admira/Wacker,Admira/Wacker vs. Kremser SC 2:0,1990-1991
2,0,Ernst Ogris,80,Admira/Wacker,Admira/Wacker vs. Kremser SC 2:0,1990-1991
1,0,Gerald Willfurth,5,Wiener Sport-Club,Wiener Sport-Club vs. SV Austria Salzburg 2:5,1990-1991
1,1,Oliver Bierhoff,18,SV Austria Salzburg,Wiener Sport-Club vs. SV Austria Salzburg 2:5,1990-1991
1,2,Srečko Kurbaša,28,SV Austria Salzburg,Wiener Sport-Club vs. SV Austria Salzburg 2:5,1990-1991
1,3,Heribert Weber,62,SV Austria Salzburg,Wiener Sport-Club vs. SV Austria Salzburg 2:5,1990-1991
1,4,Srečko Kurbaša,64,SV Austria Salzburg,Wiener Sport-Club vs. SV Austria Salzburg 2:5,1990-1991
2,4,Walter Hochmaier,65,Wiener Sport-Club,Wiener Sport-Club vs. SV Austria Salzburg 2:5,1990-1991
2,5,Oliver Bierhoff,84,SV Austria Salzburg,Wiener Sport-Club vs. SV Austria Salzburg 2:5,1990-1991
0,1,Kurt Temm,19,Sturm Graz,Donawitzer SV Alpine vs. Sturm Graz 0:2,1990-1991
0,2,Dietmar Pegam,43,Sturm Graz,Donawitzer SV Alpine vs. Sturm Graz 0:2,1990-1991
1,0,Arminas Narbekovas,21,Austria Wien,Austria Wien vs. Vorwärts Steyr 4:1,1990-1991
1,1,Slobodan Branković,47,Vorwärts Steyr,Austria Wien vs. Vorwärts Steyr 4:1,1990-1991
2,1,Rupert Marko,63,Austria Wien,Austria Wien vs. Vorwärts Steyr 4:1,1990-1991
3,1,Robert Frind,66,Austria Wien,Austria Wien vs. Vorwärts Steyr 4:1,1990-1991
4,1,Hannes Pleva,86,Austria Wien,Austria Wien vs. Vorwärts Steyr 4:1,1990-1991
NA,NA,NA,NA,NA,FC Tirol vs. Admira/Wacker 0:0,1990-1991
0,1,Thomas Janeschitz,10,Wiener Sport-Club,Kremser SC vs. Wiener Sport-Club 0:1,1990-1991
1,0,Kurt Garger,38,SV Austria Salzburg,SV Austria Salzburg vs. Rapid Wien 2:0,1990-1991
2,0,Oliver Bierhoff,74,SV Austria Salzburg,SV Austria Salzburg vs. Rapid Wien 2:0,1990-1991
1,0,Anton Resch,1,First Vienna FC,First Vienna FC vs. VSE St. Pölten 3:1,1990-1991
1,1,Leopold Rotter,31,VSE St. Pölten,First Vienna FC vs. VSE St. Pölten 3:1,1990-1991
2,1,Andreas Heraf,80,First Vienna FC,First Vienna FC vs. VSE St. Pölten 3:1,1990-1991
3,1,Ralf Balzis,83,First Vienna FC,First Vienna FC vs. VSE St. Pölten 3:1,1990-1991
0,1,Christian Keglevits,61,Rapid Wien,Admira/Wacker vs. Rapid Wien 0:2,1990-1991
0,2,Manfred Kern,81,Rapid Wien,Admira/Wacker vs. Rapid Wien 0:2,1990-1991
NA,NA,NA,NA,NA,Austria Wien vs. Donawitzer SV Alpine 0:0,1990-1991
0,1,Gerald Willfurth,2,SV Austria Salzburg,Kremser SC vs. SV Austria Salzburg 0:1,1990-1991
0,1,Hannes Reinmayr,16,First Vienna FC,Sturm Graz vs. First Vienna FC 4:1,1990-1991
1,1,Sigurd Kristensen,61,Sturm Graz,Sturm Graz vs. First Vienna FC 4:1,1990-1991
2,1,Sigurd Kristensen,67,Sturm Graz,Sturm Graz vs. First Vienna FC 4:1,1990-1991
3,1,Goran Radojević,72,Sturm Graz,Sturm Graz vs. First Vienna FC 4:1,1990-1991
4,1,Goran Radojević,86,Sturm Graz,Sturm Graz vs. First Vienna FC 4:1,1990-1991
0,1,Hannes Weber,15,VSE St. Pölten,Vorwärts Steyr vs. VSE St. Pölten 1:3,1990-1991
1,1,Kurt Hochedlinger,25,Vorwärts Steyr,Vorwärts Steyr vs. VSE St. Pölten 1:3,1990-1991
1,2,Jorge Díaz,56,VSE St. Pölten,Vorwärts Steyr vs. VSE St. Pölten 1:3,1990-1991
1,3,Hannes Weber,78,VSE St. Pölten,Vorwärts Steyr vs. VSE St. Pölten 1:3,1990-1991
0,1,Christoph Westerthaler,20,FC Tirol,Wiener Sport-Club vs. FC Tirol 0:3,1990-1991
0,2,Christoph Westerthaler,55,FC Tirol,Wiener Sport-Club vs. FC Tirol 0:3,1990-1991
0,3,Christoph Westerthaler,57,FC Tirol,Wiener Sport-Club vs. FC Tirol 0:3,1990-1991
NA,NA,NA,NA,NA,Donawitzer SV Alpine vs. Vorwärts Steyr 0:0,1990-1991
1,0,Václav Daněk,22,FC Tirol,FC Tirol vs. Kremser SC 4:0,1990-1991
2,0,Václav Daněk,42,FC Tirol,FC Tirol vs. Kremser SC 4:0,1990-1991
3,0,Christoph Westerthaler,62,FC Tirol,FC Tirol vs. Kremser SC 4:0,1990-1991
4,0,Václav Daněk,68,FC Tirol,FC Tirol vs. Kremser SC 4:0,1990-1991
1,0,Manfred Kern,3,Rapid Wien,Rapid Wien vs. Wiener Sport-Club 5:0,1990-1991
2,0,Horst Steiger,9,Rapid Wien,Rapid Wien vs. Wiener Sport-Club 5:0,1990-1991
3,0,Jan Åge Fjørtoft,39,Rapid Wien,Rapid Wien vs. Wiener Sport-Club 5:0,1990-1991
4,0,Christian Keglevits,50,Rapid Wien,Rapid Wien vs. Wiener Sport-Club 5:0,1990-1991
5,0,Jan Åge Fjørtoft,64,Rapid Wien,Rapid Wien vs. Wiener Sport-Club 5:0,1990-1991
1,0,Oliver Bierhoff,47,SV Austria Salzburg,SV Austria Salzburg vs. Admira/Wacker 1:1,1990-1991
1,1,Peter Artner,79,Admira/Wacker,SV Austria Salzburg vs. Admira/Wacker 1:1,1990-1991
0,1,Peter Stöger,12,Austria Wien,First Vienna FC vs. Austria Wien 2:6,1990-1991
0,2,Arminas Narbekovas,18,Austria Wien,First Vienna FC vs. Austria Wien 2:6,1990-1991
0,3,Valdas Ivanauskas,24,Austria Wien,First Vienna FC vs. Austria Wien 2:6,1990-1991
1,3,Andreas Lipa,24,First Vienna FC,First Vienna FC vs. Austria Wien 2:6,1990-1991
1,4,Arminas Narbekovas,36,Austria Wien,First Vienna FC vs. Austria Wien 2:6,1990-1991
2,4,Ralf Balzis,65,First Vienna FC,First Vienna FC vs. Austria Wien 2:6,1990-1991
2,5,Arminas Narbekovas,71,Austria Wien,First Vienna FC vs. Austria Wien 2:6,1990-1991
2,6,Thomas Flögel,77,Austria Wien,First Vienna FC vs. Austria Wien 2:6,1990-1991
0,1,Sigurd Kristensen,25,Sturm Graz,VSE St. Pölten vs. Sturm Graz 2:2,1990-1991
0,2,Walter Kogler,32,Sturm Graz,VSE St. Pölten vs. Sturm Graz 2:2,1990-1991
1,2,Heimo Vorderegger,44,VSE St. Pölten,VSE St. Pölten vs. Sturm Graz 2:2,1990-1991
2,2,Hannes Weber,49,VSE St. Pölten,VSE St. Pölten vs. Sturm Graz 2:2,1990-1991
1,0,Peter Artner,13,Admira/Wacker,Admira/Wacker vs. FC Tirol 1:3,1990-1991
1,1,Václav Daněk,23,FC Tirol,Admira/Wacker vs. FC Tirol 1:3,1990-1991
1,2,Christoph Westerthaler,24,FC Tirol,Admira/Wacker vs. FC Tirol 1:3,1990-1991
1,3,Peter Pacult,74,FC Tirol,Admira/Wacker vs. FC Tirol 1:3,1990-1991
0,1,Robert Frind,67,Austria Wien,Donawitzer SV Alpine vs. Austria Wien 0:2,1990-1991
0,2,Anton Pfeffer,86,Austria Wien,Donawitzer SV Alpine vs. Austria Wien 0:2,1990-1991
0,1,Kurt Temm,13,Sturm Graz,Rapid Wien vs. Sturm Graz 0:1,1990-1991
NA,NA,NA,NA,NA,Vorwärts Steyr vs. SV Austria Salzburg 0:0,1990-1991
1,0,Ralph Hasenhüttl,38,Austria Wien,Austria Wien vs. Vorwärts Steyr 1:0,1990-1991
1,0,Václav Daněk,37,FC Tirol,FC Tirol vs. Donawitzer SV Alpine 3:1,1990-1991
1,1,Herfried Sabitzer,58,Donawitzer SV Alpine,FC Tirol vs. Donawitzer SV Alpine 3:1,1990-1991
2,1,Václav Daněk,60,FC Tirol,FC Tirol vs. Donawitzer SV Alpine 3:1,1990-1991
3,1,Manfred Linzmaier,66,FC Tirol,FC Tirol vs. Donawitzer SV Alpine 3:1,1990-1991
NA,NA,NA,NA,NA,Sturm Graz vs. Admira/Wacker 0:0,1990-1991
NA,NA,NA,NA,NA,SV Austria Salzburg vs. Rapid Wien 0:0,1990-1991
1,0,Ernst Ogris,30,Admira/Wacker,Admira/Wacker vs. Donawitzer SV Alpine 2:0,1990-1991
2,0,Ernst Ogris,44,Admira/Wacker,Admira/Wacker vs. Donawitzer SV Alpine 2:0,1990-1991
0,1,Arminas Narbekovas,5,Austria Wien,Rapid Wien vs. Austria Wien 1:2,1990-1991
0,2,Andreas Poiger,53,Austria Wien,Rapid Wien vs. Austria Wien 1:2,1990-1991
1,2,Hernán Medford,66,Rapid Wien,Rapid Wien vs. Austria Wien 1:2,1990-1991
1,0,Arnold Wetl,10,Sturm Graz,Sturm Graz vs. SV Austria Salzburg 3:1,1990-1991
1,1,Oliver Bierhoff,32,SV Austria Salzburg,Sturm Graz vs. SV Austria Salzburg 3:1,1990-1991
2,1,Sigurd Kristensen,57,Sturm Graz,Sturm Graz vs. SV Austria Salzburg 3:1,1990-1991
3,1,Kurt Temm,77,Sturm Graz,Sturm Graz vs. SV Austria Salzburg 3:1,1990-1991
0,1,Manfred Linzmaier,45,FC Tirol,Vorwärts Steyr vs. FC Tirol 1:1,1990-1991
1,1,Daniel Madlener,55,Vorwärts Steyr,Vorwärts Steyr vs. FC Tirol 1:1,1990-1991
0,1,Rónald González,20,Vorwärts Steyr,Donawitzer SV Alpine vs. Vorwärts Steyr 1:1,1990-1991
1,1,Dejan Stanković,74,Donawitzer SV Alpine,Donawitzer SV Alpine vs. Vorwärts Steyr 1:1,1990-1991
1,0,Manfred Zsak,43,Austria Wien,Austria Wien vs. Sturm Graz 2:0,1990-1991
2,0,Ralph Hasenhüttl,76,Austria Wien,Austria Wien vs. Sturm Graz 2:0,1990-1991
1,0,Václav Daněk,51,FC Tirol,FC Tirol vs. Rapid Wien 2:0,1990-1991
2,0,Kurt Russ,87,FC Tirol,FC Tirol vs. Rapid Wien 2:0,1990-1991
0,1,Gerald Bacher,18,Admira/Wacker,SV Austria Salzburg vs. Admira/Wacker 1:1,1990-1991
1,1,Johann Pinwinkler,62,SV Austria Salzburg,SV Austria Salzburg vs. Admira/Wacker 1:1,1990-1991
NA,NA,NA,NA,NA,Admira/Wacker vs. Vorwärts Steyr 0:0,1990-1991
1,0,Hernán Medford,36,Rapid Wien,Rapid Wien vs. Donawitzer SV Alpine 4:0,1990-1991
2,0,Hernán Medford,43,Rapid Wien,Rapid Wien vs. Donawitzer SV Alpine 4:0,1990-1991
3,0,Joachim Moitzi,84,Rapid Wien,Rapid Wien vs. Donawitzer SV Alpine 4:0,1990-1991
4,0,Jan Åge Fjørtoft,90,Rapid Wien,Rapid Wien vs. Donawitzer SV Alpine 4:0,1990-1991
NA,NA,NA,NA,NA,Sturm Graz vs. FC Tirol 0:0,1990-1991
0,1,Arminas Narbekovas,43,Austria Wien,SV Austria Salzburg vs. Austria Wien 0:2,1990-1991
0,2,Manfred Zsak,63,Austria Wien,SV Austria Salzburg vs. Austria Wien 0:2,1990-1991
0,1,Kurt Temm,75,Sturm Graz,Donawitzer SV Alpine vs. Sturm Graz 0:2,1990-1991
0,2,Michael Gruber,90,Sturm Graz,Donawitzer SV Alpine vs. Sturm Graz 0:2,1990-1991
1,0,Peter Stöger,13,Austria Wien,Austria Wien vs. Admira/Wacker 4:0,1990-1991
2,0,Ralph Hasenhüttl,28,Austria Wien,Austria Wien vs. Admira/Wacker 4:0,1990-1991
3,0,Ralph Hasenhüttl,58,Austria Wien,Austria Wien vs. Admira/Wacker 4:0,1990-1991
4,0,Thomas Flögel,78,Austria Wien,Austria Wien vs. Admira/Wacker 4:0,1990-1991
1,0,Rudolf Gussnig,78,FC Tirol,FC Tirol vs. SV Austria Salzburg 1:0,1990-1991
0,1,Gernot Krinner,35,Rapid Wien,Vorwärts Steyr vs. Rapid Wien 0:3,1990-1991
0,2,Jan Åge Fjørtoft,57,Rapid Wien,Vorwärts Steyr vs. Rapid Wien 0:3,1990-1991
0,3,Andreas Reisinger,60,Rapid Wien,Vorwärts Steyr vs. Rapid Wien 0:3,1990-1991
1,0,Jan Åge Fjørtoft,46,Rapid Wien,Rapid Wien vs. Admira/Wacker 1:0,1990-1991
0,1,Dejan Stanković,25,Donawitzer SV Alpine,SV Austria Salzburg vs. Donawitzer SV Alpine 3:2,1990-1991
1,1,Oliver Bierhoff,36,SV Austria Salzburg,SV Austria Salzburg vs. Donawitzer SV Alpine 3:2,1990-1991
1,2,Herfried Sabitzer,62,Donawitzer SV Alpine,SV Austria Salzburg vs. Donawitzer SV Alpine 3:2,1990-1991
2,2,Oliver Bierhoff,74,SV Austria Salzburg,SV Austria Salzburg vs. Donawitzer SV Alpine 3:2,1990-1991
3,2,Andreas Heraf,84,SV Austria Salzburg,SV Austria Salzburg vs. Donawitzer SV Alpine 3:2,1990-1991
1,0,Valdas Ivanauskas,17,Austria Wien,Austria Wien vs. FC Tirol 3:1,1990-1991
2,0,Manfred Zsak,42,Austria Wien,Austria Wien vs. FC Tirol 3:1,1990-1991
2,1,Néstor Gorosito,66,FC Tirol,Austria Wien vs. FC Tirol 3:1,1990-1991
3,1,Ralph Hasenhüttl,68,Austria Wien,Austria Wien vs. FC Tirol 3:1,1990-1991
0,1,Tomica Kocijan,47,Vorwärts Steyr,Sturm Graz vs. Vorwärts Steyr 1:1,1990-1991
1,1,Arnold Wetl,83,Sturm Graz,Sturm Graz vs. Vorwärts Steyr 1:1,1990-1991
1,0,Andreas Gretschnig,3,Admira/Wacker,Admira/Wacker vs. Rapid Wien 2:2,1990-1991
2,0,Johannes Abfalterer,28,Admira/Wacker,Admira/Wacker vs. Rapid Wien 2:2,1990-1991
2,1,Reinhard Kienast,66,Rapid Wien,Admira/Wacker vs. Rapid Wien 2:2,1990-1991
2,2,Christian Keglevits,86,Rapid Wien,Admira/Wacker vs. Rapid Wien 2:2,1990-1991
0,1,Gerald Willfurth,6,SV Austria Salzburg,Donawitzer SV Alpine vs. SV Austria Salzburg 2:5,1990-1991
0,2,Gerald Willfurth,22,SV Austria Salzburg,Donawitzer SV Alpine vs. SV Austria Salzburg 2:5,1990-1991
0,3,Gerald Willfurth,33,SV Austria Salzburg,Donawitzer SV Alpine vs. SV Austria Salzburg 2:5,1990-1991
1,3,Heinz Fuchsbichler,42,Donawitzer SV Alpine,Donawitzer SV Alpine vs. SV Austria Salzburg 2:5,1990-1991
1,4,Andreas Heraf,52,SV Austria Salzburg,Donawitzer SV Alpine vs. SV Austria Salzburg 2:5,1990-1991
2,4,Herfried Sabitzer,60,Donawitzer SV Alpine,Donawitzer SV Alpine vs. SV Austria Salzburg 2:5,1990-1991
2,5,Oliver Bierhoff,73,SV Austria Salzburg,Donawitzer SV Alpine vs. SV Austria Salzburg 2:5,1990-1991
1,0,Christoph Westerthaler,28,FC Tirol,FC Tirol vs. Austria Wien 4:1,1990-1991
2,0,Alfred Hörtnagl,37,FC Tirol,FC Tirol vs. Austria Wien 4:1,1990-1991
2,1,Valdas Ivanauskas,59,Austria Wien,FC Tirol vs. Austria Wien 4:1,1990-1991
3,1,Christoph Westerthaler,72,FC Tirol,FC Tirol vs. Austria Wien 4:1,1990-1991
4,1,Roland Kirchler,78,FC Tirol,FC Tirol vs. Austria Wien 4:1,1990-1991
0,1,Arnold Wetl,36,Sturm Graz,Vorwärts Steyr vs. Sturm Graz 1:3,1990-1991
1,1,Daniel Madlener,48,Vorwärts Steyr,Vorwärts Steyr vs. Sturm Graz 1:3,1990-1991
1,2,Michael Gruber,84,Sturm Graz,Vorwärts Steyr vs. Sturm Graz 1:3,1990-1991
1,3,Günther Koschak,89,Sturm Graz,Vorwärts Steyr vs. Sturm Graz 1:3,1990-1991
1,0,Oliver Bierhoff,15,SV Austria Salzburg,SV Austria Salzburg vs. Vorwärts Steyr 5:0,1990-1991
2,0,Hermann Stadler,40,SV Austria Salzburg,SV Austria Salzburg vs. Vorwärts Steyr 5:0,1990-1991
3,0,Andreas Heraf,54,SV Austria Salzburg,SV Austria Salzburg vs. Vorwärts Steyr 5:0,1990-1991
4,0,Ralf Balzis,62,SV Austria Salzburg,SV Austria Salzburg vs. Vorwärts Steyr 5:0,1990-1991
5,0,Oliver Bierhoff,82,SV Austria Salzburg,SV Austria Salzburg vs. Vorwärts Steyr 5:0,1990-1991
0,1,Amilton de Oliveira,24,Donawitzer SV Alpine,Austria Wien vs. Donawitzer SV Alpine 0:1,1990-1991
1,0,Christoph Westerthaler,12,FC Tirol,FC Tirol vs. Admira/Wacker 3:1,1990-1991
2,0,Václav Daněk,15,FC Tirol,FC Tirol vs. Admira/Wacker 3:1,1990-1991
3,0,Christoph Westerthaler,38,FC Tirol,FC Tirol vs. Admira/Wacker 3:1,1990-1991
3,1,Olaf Marschall,43,Admira/Wacker,FC Tirol vs. Admira/Wacker 3:1,1990-1991
0,1,Hernán Medford,45,Rapid Wien,Sturm Graz vs. Rapid Wien 3:1,1990-1991
1,1,Sigurd Kristensen,57,Sturm Graz,Sturm Graz vs. Rapid Wien 3:1,1990-1991
2,1,Arnold Wetl,63,Sturm Graz,Sturm Graz vs. Rapid Wien 3:1,1990-1991
3,1,Günther Koschak,86,Sturm Graz,Sturm Graz vs. Rapid Wien 3:1,1990-1991
1,0,Olaf Marschall,71,Admira/Wacker,Admira/Wacker vs. Sturm Graz 1:0,1990-1991
1,0,Heimo Pfeifenberger,2,Rapid Wien,Rapid Wien vs. SV Austria Salzburg 4:2,1990-1991
1,1,Robert Scheiber,25,SV Austria Salzburg,Rapid Wien vs. SV Austria Salzburg 4:2,1990-1991
2,1,Christian Keglevits,40,Rapid Wien,Rapid Wien vs. SV Austria Salzburg 4:2,1990-1991
2,2,Gerald Willfurth,51,SV Austria Salzburg,Rapid Wien vs. SV Austria Salzburg 4:2,1990-1991
3,2,Andreas Poiger,66,Rapid Wien,Rapid Wien vs. SV Austria Salzburg 4:2,1990-1991
4,2,Andreas Herzog,68,Rapid Wien,Rapid Wien vs. SV Austria Salzburg 4:2,1990-1991
0,1,Valdas Ivanauskas,10,Austria Wien,Vorwärts Steyr vs. Austria Wien 0:2,1990-1991
0,2,Peter Stöger,36,Austria Wien,Vorwärts Steyr vs. Austria Wien 0:2,1990-1991
1,0,Bernd Kovacic,4,Donawitzer SV Alpine,Donawitzer SV Alpine vs. FC Tirol 2:1,1990-1991
1,1,Roland Kirchler,52,FC Tirol,Donawitzer SV Alpine vs. FC Tirol 2:1,1990-1991
2,1,Burkhard Rupp,90,Donawitzer SV Alpine,Donawitzer SV Alpine vs. FC Tirol 2:1,1990-1991
1,0,Václav Daněk,32,FC Tirol,FC Tirol vs. Vorwärts Steyr 3:3,1990-1991
1,1,Daniel Madlener,51,Vorwärts Steyr,FC Tirol vs. Vorwärts Steyr 3:3,1990-1991
